text,label
aa kasian get well soon abizar  semangat ibuk jangan kalah virus sekarang aneh dan kuat sangat semangat,1
where we love is truly home  home that our feet may leave  but not our hearts  oliver windell holmes  tempat yang paling kita cintai adalah rumah  rumah dimana kaki kita bisa saja meninggalkannya  tapi hati kita tak bisa melupakannya ,1
agree    tapi apakah mayoritas cewe begitu  some cowo tidak terlalu suka sama cewe yang over posesif   ,0
najis minta sangat saya pukul ya kamu gov,0
tidak percaya sama mulut buaya kamu brother,0
saya miris sih liatnya kalau ada orang yang benar benar itikad minta maaf tapi feed back kitanya malah tidak mencerminkan seseorang yang memanusiakan manusia  please lah  sama sama cari makan dan pahala di dunia saling mengerti saja bisa kok ,0
sebagai seorang bartender  jelas bar merupakan tempat yang paling sering key datangi  buktinya  walaupun malam itu key sedang tidak shift  tetap saja malamnya dia habiskan untuk mengunjungi salah satu bar di jakarta   not that she hates it  anyway  key selalu senang    ,1
orang cerdas dapat dilihat dari kualitas buku yang mereka baca  dapat dilihat dari konten permbicaraan yang mereka kuasai  well     ,1
suka kesal sama diri sendiri  sudah tahu anaknya kepo an masih paksa nonton drama yang masih on going   yaudah deh         ,1
 ngana buka google lalu ketik pdf to word nah muncul web nya di klik lalu upload filenya klik convert tungguin dah jadi word terus di download     jadi deh,1
ada yang ributkan penggunaan kata teroris sama gunman  ada yang ributkan kubu capres ini tidak berani nyebut kata teroris karena bla bla bla  ada banyak so called influencer public figure menyebar videonya      dan ada aku disini  yang cuma bisa bergumam why     sambil scroll tl ,0
cebong tolol tidak bertepi ,0
siang mau tanya channel hbo hd nya ke mana ya  thanks please reply,1
membahayakan  udah saatnya  berkreasi  mengunakan hemp untuk bahan baku pembuatan plastik yang aman  murah  dan ramah lingkungan   karena plastik plastik berbahan dasar hemp hanya perlu beberapa minggu  bahkan beberapa hari untuk terurai   yes  do not panic  hemp not marijuana ,1
chatime australia nyetel lagunya stray kids  coba chatime di indonesia dong ,0
eh benar dia tuh ada something sama aku,1
lol top comments naver vid jima malah lee donsayaook semua   soohan,0
hi crews  kan sudah nih share persyaratan casting dan teman temannya  sekarang all of you tidur dulu gih  masih ada waktu buat ketemu sama kita yang mau join    jangan sampe sakit juga  istirahat yang cukup  because you did it well  i am proud of you all ,1
ok ok  akhirnya not unbeaten,1
wkwkw it is not about that   senyumnya itu loh judes judes manis,0
not cuma ada    tapi bisa bikin berjuta juta melodi  sama seperti kita  cuma ada dua  tapi bikin dunia jadi warna warni  teens_adel,1
when aku denger lagu bangtan auto joget bangsat ,0
putar goblok  anda jangan bikin saya emosi ya ,0
tidak mau coba coba  mau nya yang pasti pasti aja,1
admin tolol di partai tolol and partai tolol untuk orang tolol,0
keep sabar sister  akun back up aku juga udah lama tidak bisa dibuka  kalau mau masuk ig selalu minta password baru terus pdhl aku tidak pernah ganti ganti password ,1
sekarang juga gapapa not  isi wishlistnya cuma   kok,1
daripada saya terpapar toxicity  ikut ikut an mengeluh  makin merasa hidup itu penuh beban  well  everyone has their own battles to fight   lebih baik saya uninstall saja  sesimple itu guys  intinya  be kind to your mind,0
all is well pin  cerita aja semua yang mau diceritain    insyallah jadi renungan untuk yang baca juga  ngomongin esensi hidup dan merenungkan semua hal  sepertinya lumrah sangat tidak sih diumur umur kita sekarang ini  hug,1
saya tidak ikutin gimana kasus mereka  yang saya tahu selintas mereka cerai tapi tetap harmonis dan anaknya tetap merasakan kasih sayang kedua orang tuanya sekaligus  contoh yang baik   broken home is not broken kids kalau kata deddy corbuzier,1
 i also have a surprise for you tonight  kira kira surprise nya apa hayo ,1
ya kalau kamu mau memperjuangkan dia sampai belok juga sih ya tidak salah  tapi ada kan cerita orang belok yang suka sama straight tapi hanya dipakai saja habis itu dibuang  well choose your act wisely saja sih,1
i am at universitas persada indonesia y a i in jakarta pusat  dki jakarta ,1
scandal hit korean air chief forced off board by shareholders ,0
aku wkwk hanya kalau dibiasain memang bahaya jadi suka pikir yaudah lha tidak orang yang sempurna selama kurangnya masih bisa ditolerir i try to not ill feel,0
kan  acknowledge ini real issue  memang ramai ikat perut  tidak ada bilik proper  kawan i dulu um after ptptn left rm    for   months  so basically parent bagi belanja  he is lucky  but yang tidak ada source  janganlah nak hentam rata iphone  tengok wayang bla bla  they are not  and exist ,0
amal clooney tampil bak bangsawan menggunakan jumpsuit one shoulder ,1
guys vote dong kalian tidak gemes apa liat gap i just voted for exo in the   th annual the largest international awards honoring the best in korean television and music  join me ,1
eaa ke impulsif an aku kambuh tiba tiba mau nonton captain marvel lagi,1
baik kakak  akan kami bantu respond via direct message namun sebelumnya berkenan follow back kami terlebih dahulu  guna kami bantu infokan detailnya  kami tunggu konfirmasi selanjutnya  terima kasih   raina,1
sialnya  benaran jadi tambang duit tuh anak anaknya  lalu gen z jadikan mereka panutan  karena bisa cari uang gampang   well  mungkin saya terlalu kolot  tapi ya anak anaknya yang masih kecil itu kasian  ,0
zach sini join zepes,1
 kegenitan generasi tua  wow jadi kamu bilang saya genit  well at least some generation can take jokes   but maybe not you,0
and the fact is that this simple thing happened in my family  dan tetangga masyarakat accepted ko  not pout  mungkin tetangga saya lebih open mind wkwkwk iyasih tiap isi kepala beda beda  pendapat berbeda  balik lagi ke pribadi masing masing mau nyikapinnya gimana,1
anak pertama usia hampir   tahun tanya  adek bayi keluarnya lewat mana    untungnya saya sudah baca baca dulu jadi intinya jawab aja apa adanya secara ilmiah  di luar dugaan  she accepted it very well,1
haloo   manis    follow back aku  yuk  dijamin tidak bakal nyesel  deh ,1
i am back  ,1
sepertinya dia selalu muter muter tentang law case is not that easy  pokoknya dia semua lah yang paham  orang lain mah goblok ,0
when you tidak ada kerjaan tapi sebelah kamu persis bos kamu persis mepet cui ngapain ya aku,1
first of all  semua lahir dengan perangai baik  semua bergantung kepada dirinya  mau lingkungan seburuk apapun  mau keluarga seburuk apapun  if they have well self control self filter they will be a good person  it depends on them  mau jadi orang seperti apa mereka ke depannya ,1
aku juga gitu nder saking nyerinya sampai muntah  but take a painkiller is not good for your health too  coba olahraga deh  yang ringan saja tapi tiap hari  aku sejak rutin workout sudah tidak nyeri lagi,1
ini hanya polling iseng  well  kalau ke mcd lebih baik aku beli apa ya ,1
ke what is good malah jadi not good  haha apasi apasi,0
potret sjw yang tidak well informed,0
setiap jumat biasanya saya posting   tapi pekan ini skip dulu ya    reposted from    and do not say that whose is killed in the path of allah ,0
are you not entertained         terus nangis menyesali nasib ,0
aku selalu ingin jadi pendongeng    buat apa    ya biar jadi pencerita yang baik lah buat anak anak kita kelak haha   you are not a story teller shin  you are totally a mendes please kurang kurangin    oke mas  selamat hari dongeng     ,1
saya mau protes  saya pesan gocar  saya back tidak saya cancel  kenapa semua hilang  gopay ke potong   ribu dalam proses kosong historis kosong,0
subhanallah  a real  hu man  a real muslim  able to forgive  not to hate back  something that we all must learn  forgivenes      suami korban teroris selandia baru maafkan pembunuh istrinya,1
ketemu tipe emak emak tukang sirik  dendam  benci  dan iri   diemin aja  gus  nanti juga kena karmanya sendiri  you re not on her level ,0
itu dia abis melakukan nazar  kalau dia jadi member of the month dia bakal ngeplot itu dan ts jadi atta halilintar   hari  d,0
alonsoooo  masyaallah deh  emerson is not even on the bench   mau bilang fokus di europa leasaya aja tapi yaa gimana mainnya masih suka lawak begini,0
last but not least  sahabat dengan namjoon  best friend material sangat  ,1
entahlah  menurut saya setiap individu punya kemampuan intelektual yang berbeda beda dan tidak bisa diukur dengan satu quantified standard yang sama  just because a person is not good at math  does not mean they are stupid person  tapi sistem pendidikan yang sekarang seperti begitu kan ,1
bodyguard series is not bad  jalan ceritanya tidak ketebak  masih penasaran siapa yang baik siapa yang jahat,1
sudah episode   tapi ini masih abu abu sangat hadehh inilah disaat saya tidak suka drama on going,0
di early recovery assitance jokowi widodo perikanan ri strata satu di association of southeast asian nations ,1
isinya cukup menarik  ada cerita cerita  foto  bahkan dokumen  headline berita  pada waktu itu   disclaimer  this is not a right wing  nor a nazi propaganda,0
manusia manusia sampah bisanya cuma kek gitu  there are not human being ,0
kacau guys rusuh ini mah bukan project going crazy tapi crazy fangirl tolong itu hyunsuk saya lecet sudah ,0
well yang lain pada mainan saham apa daya saya cuma bisa main hago   ,1
baik kak  kami sudah bantu tindak lanjuti dengan no reference dari laporannya  silakan follow back kami agar kami dapat infokan via direct message  terima kasih  isal,1
jadi orang orang yang marah karena merasa tertipu oleh janji janji palsu jokowi juga bakal di laporin polisi satu satu nih  dasar gila ,0
lawan kantuk and flu untuk vote    why not     ,1
you not alone  because ku nonton debat,1
it is kind of weird while you chat with someone your not really past  terus dia entah pura pura atau memang tidak tahu dah beneran apa tidak lupa dan menghapus kontak   emosi ,0
tapi kalau aku menor yaa     pake speaker jingjing  ,0
apapun  pasti akan reda juga  do not ever be afraid     diarydelima,1
salah satu hal yang kadang bikin nyesek adalah  pretend that we do not know whats going on,0
   tahun   x runner up di kelas s     not bad laaah  masih perlu banyak improvement  pasti bisa minimal   gelar tahun ini  thank you rinov pitha,1
please do some magic  god  saat ini ibu saya dirawat dan hb      beliau butuh     cc golongan o   anak  dan suami semua golongan darah b   jika berkenan  saya tunggu di rs fatmawati  hanya butuh   pendonor golongan darah o  domisili jakarta selatan untuk mempersingkat waktu,1
hello again  jakarta   the grey and macet city   always be back here  biarpun bagaimana  haha    maaf bahasa jaksel gadungan  sudah pas  belum   ,0
selamat pagi    memulai hari dengan mendengarkan lagu lagu favorit dari soundtrack film bollywood    these are some of bollywood soundtracks i play on repeat on spotify    kalian punya bollywood soundtracks favorit  tak ,1
shopee apa deep web ini ,0
i want to be a writer or painter soon  pengen menyalurkan ekspresi aja lewat menulis menggambar since im not really good untuk mengutarakan perasaan sesungguhnya  then i want to have my own exhibition  share everything dari sudut pandang saya,1
geram sangat saya sama margaret something itu hhh sepertinya memang dia penganut cult basis kpop,0
when i am at my lowest  i do not miss anyone but my grand father  because back then  when i am tired  he always said  mandi pakai air hangat biar badan kamu kaya dipijit karena kamu capek    i miss you,1
mutualan ayo kak   by the way  thanks for this giveawayy  ingin sangat pc taehyung uwuuu,1
udah tenang saya bisa lihat yedam senyum yang penting dia tidak apa apa  his smile that enough for me,1
   selingkuh  main di luar   miris  kenapa  biasa yang cerita begini  suaminya tidak kerja uang tidak seberapa eh malah sok selingkuh   ya memang saya cuma denger pov si istri yang mungkin dilebih lebihkan  tapi tetap saja  main di luar   selingkuh is not a good thing to do ,0
stop panggil dia buluk  pliss lahh    seganteng ini pada panggil dia buluk lah  malika lah  hellaw  where is your eyes  his talented boy ,1
nyari saya di ig  hmm am not exist ,0
invest on culture   saat dengar itu yang terlintas pasti free snack setiap lunch  fossball sepak bola meja  ruang main game  bantal duduk  wallpaper kantor warna warni  itu perintilan  orang orang ngeskip bagian terpenting  manusia itu sendiri   great insight from mr  gary vaynerchuk ,1
when overheard krl jadi trending dan banyak yang buat ketawa  saya yang sehari hari overheard busway cuma   semanggi lewat tidak mas    jut   song   pluit grogol   laki lakinya tolong kebelakang ya         rus ,1
jawaban nya kangen or susah lupain wkwk,1
ini apasih university ini nge down mulu cacat sangat kesel saya,0
    orang yang spesifik  dan segerombolan orang yang tidak spesifik tapi bisa terasa dari perkataan dan tatapan mereka  well  bisa dibilang  lingkungan di masa yang lalu  ,0
not even jesus can save you kenapa sih,0
thailand urged to declare emergency in chiang mai as air pollution hits disastrous levels  se asia news   top stories,1
really like dia outfit for mucore today  merah putih tinggal di gerek,0
saya suka heran sama yang upload sg terus ada tulisan yang kecilnya kaya atom  gimana woy bacanya maksudnya apa   share setengah setengah lebih baik tidak usah update to yaa     ,0
not really ehehe  mungkin kamu belom menemukan sahabat yang sebenarnya,0
sekarang baca konten tumblr kok cannot relate ya,1
multi level makelar  ada  up line dan down line  ada korban juga pastinya,0
that is it  semua orang itu punya sisi bejat sendiri  tapi beberapa memang sangat bajingan sih  well i am not perfect so    yaudahlah tidakmau membenarkan juga karena mereka memang salah  semoga cepat sadar ,0
moto g s  not bad juga kameranya,1
now they drag byeonggyu as well     ku sudah khawatirkan circle nya jonghyun dari jjy kena ,0
well sebenernya masih banyak loh orang orang disekitar kita yang    gimana ya ngomongnya    masih  gaptek  lah ya  tidak mengerti fungsi smartphone untuk apa selain untuk wassap sama main fb gitu  yang tidak pakai pikirin lagi apalagi sampe searching sebab akibat dari perbuatan dia apa gitu loh   ,1
first love ku di dunia fangirl sih  d sama  sos ra terus sebelum belok ke wanna one ke austin shawn cody gitu  aku cuma tahu saja sih magcon tapi tidak mengikuti sangat hehe,1
yang goblok itu adalah bani cebong tukang tipu penjilat penguasa yang ketahuan gerak in masa yang dibayar pakai nasi bungkus  propaganda nasi bungkus memang selalu gagal ,0
saya masih bingung ya  kirain fresh graduate saja loh yang banyak tidak paham etika kirim email   sekelas  yang menurut cvnya   senior hr executive   mengirim email masih saja tidak pakai subject  tidak pakai body email    asal aja tuh attached cv   i just cannot           ,0
tapi iya juga sih sebenernya  you do not have to say sorry  you re not that wrong  itu saya nya aja yang memang lagi moody an mungkin  jadi gampang cranky  hehe but i appreciate kok ,1
hahahahahahaha gondes  saya juga    yaampun gondrong ndeso aku   but we are not in relationship  ,0
dia sudah tersangka can you guys chill ,1
without love intelligence is dangerous  without intelligence love is not enough  anonymous  tanpa cinta  kecerdasan itu berbahaya  dan tanpa kecerdasan  cinta itu tidak cukup ,1
agak sedikit bingung ngeliat orang orang kaget ngeliat tz ngomong gitu    isnt that aligned well with his speech all this time ,0
ada sirkuitnya kan untuk ngedrift atau latian aja  kenapa tidak cobain dulu  tidak mungkin kan ditilang disitu  sepertinya banyak juga loh yang penasaran  why not   ,1
without love intelligence is dangerous  without intelligence love is not enough  anonymous  tanpa cinta  kecerdasan itu berbahaya  dan tanpa kecerdasan  cinta itu tidak cukup ,0
i am at one belpark xxi in jakarta selatan  dki jakarta,1
yeay  stay true to their root mmld      ni kalau ada yang ngedije disambungin sama lipstick nya oracara kena bat nih ,1
ada hologram dvd pc sama  cut season greeting yang unit   take all   k aja  free toploader  no shopee ya ,1
jeffri bergumam lembut  entah setuju atau mempertanyakan objektivitas pernyataanku barusan  but yeah  who cares  aku tidak terlalu mem pikirkan nya  karena sekarang dia menatapku dengan intensi berbeda   well  not here  jeff  ,0
waktu kita tuh kapan sih  dari dingin nya subuh dan adem nya maghrib aku sibuk kerja  malam kamu sibuk main the sims hadeh,0
as simple as sholat nomor satu presiden nomor    ,0
pengangguran kek saya cannot relate bangsat,0
 kegenitan generasi tua  wow jadi kamu bilang saya genit  well at least some generation can take jokes   but maybe not you,0
open trip winter in osaka   kyoto   shirakawago by singapore airlines          januari         only      juta pax  start from jakarta  minimum pembelian   pax    down payment rp     ,1
get well soon sender aku pernah ada di posisi kamu  sering deh ,1
aku sangat  sering nggit seperti ini wkwk  not once tapi benar benar so frequent  it just happens  ,1
oh my god   creep   itu instagram dia ,0
kamu tim bulat apa datar win   hqhquahaha,0
chinese people    tidak jauh jauh dari hobi zina   haha,0
tidak ada persatuan dengan para pki  silahkan rekonsiliasi dengan cebong yang dungu se kolam ,0
i am not a saint coz i am a real person and this ia a genuine account  saat ini saya jualan kaveling tanah menggunakan prinsip syariah,1
we are going to be okay  sini peluk,1
well seharusnya pagi ini saya udah di kota lain   bersiap menghadiri acara yang besar  karena banyaknya rintangan   pertimbangan membuat saya berada disini sekarang  terdengar seperti alasan  its okay sa masi ada  juta cara dan kesempatan lainnya   ,1
user mundur mas kamu tolol,0
ever has it been that love knows not its own depth until the hour of separation  kahlil gibran  cinta tidak akan pernah diketahui kedalamannya sampai  merasakan  jam jam perpisahan ,1
ini si kerjaannya delay selalu  setan  ,0
deforestasi dan ancaman konflik agraria meluas di papua,0
pagi pagi semangat naik kereta ke jakarta  buat take video dll  sampai jakarta malah sakit perut      samyang  you broke my heart so well       ,0
bukan ngegosip  ini namanya well informed,0
cara classic wkek,0
coba belajar untuk menghormati pemerintah sendiri mas  jangan cuma bisa menunjukan watak jelek diri sendiri  not good untuk seorang yang sudah dewasa  pemerintah sendiri kok dikatain  ckck ,1
donald j trump ia a god fearing pres whom god chose to carry out his missions not only for america but for israel   the world   the best in american history you guys are the evil ones,1
dulu tuh ya gallery sampai penuh sama foto foto hd dari twitter,1
what oke oce katanya sukses di jakarta  rasanya mau ketawa guling guling    pasti brother sandy amnesia bahwa oke oce pada tutup tidak bisa bertahan,0
baru sempat nerusin unpacking lagi  a variety of tupiem related pouches lol,1
lagi ngerasain not sad but not happy  seperti datar aja gitu,0
paragon yang mostly thailand movies nya ada sub english,1
ya tandanya dia bokek or something lah wkwk,0
saya sebagai vip  ga membela sama sekali si seungri  apapun alasannya  dia pelaku dan terbukti   but  seeing people making jokes on him because of his scandal  it hurts me and breaks my heart into pieces,0
rt user  goblok kamu   itu orang yang berbeda brot her  ,0
oke  karena kemarin banyak yang mau how to edit nya  dibikinin sekarang ya   sorry kalau telat    how to edit this photo with vsco     a thread ,1
alhamdulillah selama ada usaha itu pasti ada jalan  dan itu bener eheeheheww  jadi saya gapernah ngerasa sendiri  allah selalu temenin    bukan cuma allah  tuhan kalian masing masing pun sama  suatu saat kita pasti kembali   jadi jangan pernah ada kata  buntu  ya  keep going on  ,1
halo pengiriman resi                 menggunakan yes kenapa belum sampai ya  dari kemaren di check tracking stuck di boyolali  sekarang di check tracking not found  tolong bantu penjelasan nya ,0
ada kontes webtoon nih pengen sangat ikut pingin masukin tema  missing someone who doesnt even care ,1
kalau aku  jawabannya so simpel   mungkin mereka sudah muak dengan tingkah laku    yang selalu salah dan bangga  dengan sandiwara uno nya ,0
ja share   kades kedumulyo pati didakwa selewengkan dana desa,0
when pas kenal bts gua langsung suka sama taehyung ternyata absurd bangsat terus juga receh kek akuuuuuuuuu uwuuuu  ,1
bpjs masalah yang sangat pelik juga  bukan cuma dana  ada masalah standar yang pelayanan kesehatan yang tidak jelas  visi kesehatan yang selalu kuratif dibandingkan preventif dll  butuh dasawarsa untuk sampai ditingkat win win solutions  not so easy ferguso,0
pesan gosend  driver sudah ambil barang dari pengirim tapi tiba tiba di app driver not found and driver tidak bisa di hubungi barang yang sudah di ambil pun tidak sampai ke penerima  gimana ini  barang seharga     juta    ,0
i do not mind having a non chinese indo boyfriend tapi setelah beberapa kali ngedate sama mereka i feel like they fetishize chinese girls sangat i do not know if it is because of japanese porn kpop girlbands influencer macem laurentsai yang bikin jadi begini but def not cool imma stick with chinese guys for now,0
well okay  benar benar tepat sasaran jawabannya mba,1
siapapun kamu  mau kamu followers saya atau bukan please stop  it is not even funny anymore ,0
well  atta bisa jadi youtuber dengan subscribers jutaan  lebihin dia dulu baru boleh ngatain  kecuali atta sudah melakukan kriminal boleh lah dimaki seperti gini  kritik saja gapapa  maki tanpa landasan gini tuh malu maluin  ,1
rasanya ingin segera fokus ke  kesehatan ku dulu sebelum di gembleng habis habis an,1
by the way   di webtoon waffles and pancakes ada episode ini  realisasi bit stand up dari fttf    ,1
sekelas kita cuma bisa bilang   begitu saja      not elegance moment but we keep enjoy event  because we are the host  di jl gurame pasar minggu  jakarta selatan,1
well    sesuai perkiraan bos sarri cuma mau ketemu napoli di final ,1
minjemin duit ke orang yang punya rumah seharga    jt  mobil ada   biji motor   biji  pas ditagih belom dapat uangnya  well helloooo aset kamu motor kasih saya saja mas broo   gimana ,0
halah bacot  mulut lelaki terkadang selalu begitu,0
satu figurenya   k  jangan kaget  this is not something you see everyday in toys fair  ada bajaj     k  kap atas bisa dibuka  dalemnya lengkap tempat duduk  kopling  stir etc  skala masih       edann ,1
kamera di salah satu sudut gerai kami ini  adalah saksi bisu akan banyaknya memori yang tercipta di kolibrew  bagi kami  semua momen yang tercipta dengan kalian adalah momen yang sangat berharga  bagaimana kami tumbuh dengan dukungan kalian  let s make some beautiful memory with us  ,1
survey new endonesia,0
kalau iklan asal sudah steady  well implemented hopefully ada transferan,1
not yet  sepertinya aku sama kaya yang    adirect messagein deh  can not move on to the reality  ,0
kudianggap tidak becus karena salah mengarahkan  well  ,0
ketusuk padahal not fully because those people juga sih  but thanks nik  i am still considering my decision,1
when you udah semangat ke sekolah  terus di jalan ketemu doi goncengan sama temen kamu sendiri tuh rasanya       argh ,0
well  tiap orang bisa berubah kapan saja  apalagi faktor yang mendorong perubahan itu rasa kecewa  jangan harap semua bisa sama sepert sebelumnya ,1
tidak cuma formalitas aja gitu nanya  kenapa  oo gitu  mengangguk ngangguk  ok  alergi obat  ok  saya resep ya    saya sebal sangat sama yang begini   sorry not sorry  i need to discuss what happened with my body  what should i do and so on and so on    tidak cuma minum obat dari resep ,0
that is why selalu malas ke cs bank  maunya cuma ganti kartu  buka m banking malah ditawarin unit link ini itu,0
not biased tapi disini dia keren   cantik sangat gila,1
am not sure so  tentang percaya atau ga percaya kalau udah begini  kalau pake logika sederhana biasa sih ya gabisa begitu  kalau keluarga saya ngandelin penghasilan bapak gua aja dengan keadaan anaknya ada   dan rese rese ini yaaa gimana ya ,0
well  kalau memang udah keliatan bete sih biasanya aku otomatis mundur ngasih space  tapi tanyain dulu baik baik  lagi kenapa  kalau memang gamau ngebahas yaaa yaudah  kebetulan aku bukan cewek yang kalau bete malah menghindar so i cant relate ,0
diam kamu poop anaconda,0
at worlds ends nya mana ,1
kalau program gini imho ya pak tidak efektif sangat meskipun maksudnya bagus  karena di sekolah dan kampus pun ada pesantren dan pembelajaran islam lebih dalam di bulan ramadhan  daripada libur   bulan  why not fix the education system biar lebih bagus dan syariah  ,1
